,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
467,1000,w35dbe71,Animal,1.0,5433.0,1,1,8,choice,After,Animal,3,1,1.0,5,5,3,3,1.0
468,1007,w7f90916,Object,1.0,2970.0,0,1,1,choice,Before,Object,3,-3,2.0,5,5,3,3,2.0
469,1008,w7f90916,Green,1.0,5813.0,1,1,2,choice,After,Green,1,2,2.0,6,6,1,1,2.0
470,1009,w7f90916,Animal,,,0,1,3,choice,Before,Animal,1,-1,-1.0,6,6,1,1,-1.0
471,1010,w7f90916,Red,1.0,2371.0,1,1,4,choice,After,Red,1,2,2.0,5,5,1,1,2.0
472,1011,w7f90916,Object,0.0,1348.0,1,1,5,choice,Before,Object,3,-2,2.0,4,4,1,1,2.0
473,1012,w7f90916,Scene,1.0,2920.0,0,1,6,choice,After,Scene,3,-2,-1.0,5,5,3,3,-1.0
474,1013,w7f90916,Scene,0.0,1876.0,1,1,7,choice,Before,Scene,1,-1,-1.0,4,4,1,1,-1.0
475,1021,w9051394,Scene,1.0,3494.0,0,1,1,choice,After,Scene,2,-3,0.0,4,4,2,3,0.0
476,1022,w9051394,Blue,1.0,1671.0,1,1,2,choice,Before,Blue,2,2,2.0,5,5,2,2,2.0
477,1023,w9051394,Object,0.0,6401.0,0,1,3,choice,After,Object,1,1,1.0,6,6,1,1,1.0
478,1024,w9051394,Yellow,1.0,5369.0,1,1,4,choice,Before,Yellow,2,1,1.0,6,6,2,2,1.0
479,1025,w9051394,Object,1.0,1913.0,0,1,5,choice,After,Object,1,-1,-1.0,6,6,1,1,-1.0
480,1026,w9051394,Yellow,1.0,1464.0,1,1,6,choice,Before,Yellow,1,2,2.0,6,6,1,1,2.0
481,1027,w9051394,Green,0.0,4032.0,1,1,7,choice,After,Green,1,-2,-2.0,6,6,1,1,-2.0
482,1028,w9051394,Yellow,1.0,1580.0,1,1,8,choice,Before,Yellow,2,2,2.0,6,6,2,2,2.0
483,1036,w5ab5786,Food,0.0,1764.0,1,1,2,choice,After,Food,1,-2,2.0,4,4,1,2,2.0
484,1037,w5ab5786,Animal,1.0,1525.0,1,1,3,choice,Before,Animal,2,4,1.0,2,2,1,1,2.0
485,1038,w5ab5786,Animal,1.0,1837.0,1,1,4,choice,After,Animal,3,1,4.0,1,1,1,1,1.0
486,1040,w5ab5786,Red,0.0,2176.0,1,1,7,choice,Before,Red,3,-1,-5.0,3,3,1,1,-2.0
487,1041,w44f5ace,Red,1.0,2399.0,1,1,1,choice,Before,Red,1,2,1.0,3,3,1,2,2.0
488,1042,w44f5ace,Yellow,0.0,1487.0,0,1,2,choice,After,Yellow,3,5,2.0,4,4,3,3,2.0
489,1043,w44f5ace,Animal,1.0,5034.0,0,1,4,choice,After,Animal,2,-1,-1.0,2,2,1,1,1.0
490,1044,w44f5ace,Scene,1.0,1936.0,1,1,5,choice,Before,Scene,3,6,-2.0,2,2,2,2,-4.0
491,1045,w44f5ace,Animal,1.0,6249.0,1,1,6,choice,After,Animal,2,2,-2.0,3,3,1,1,-1.0
492,1046,w44f5ace,Scene,1.0,2048.0,0,1,7,choice,Before,Scene,3,-1,-2.0,3,3,3,3,-2.0
493,1047,w44f5ace,Red,1.0,75.0,0,1,8,choice,After,Red,3,-3,2.0,2,2,1,2,2.0
494,1054,we1b8e64,Red,1.0,3327.0,1,1,1,choice,After,Red,2,3,4.0,3,3,2,3,4.0
495,1055,we1b8e64,Food,0.0,2170.0,1,1,2,choice,Before,Food,2,-1,-1.0,6,6,2,2,-1.0
496,1056,we1b8e64,Red,,,0,1,3,choice,After,Red,2,-1,2.0,4,4,1,1,1.0
497,1057,we1b8e64,Object,1.0,1140.0,1,1,4,choice,Before,Object,1,2,2.0,5,5,1,1,2.0
498,1058,we1b8e64,Object,1.0,3454.0,1,1,5,choice,After,Object,3,2,2.0,4,4,3,3,2.0
499,1059,we1b8e64,Scene,1.0,2486.0,1,1,6,choice,Before,Scene,3,1,1.0,4,4,3,3,1.0
500,1060,we1b8e64,Animal,0.0,2312.0,1,1,7,choice,After,Animal,2,-1,-1.0,5,5,2,2,-1.0
501,1061,we1b8e64,Yellow,1.0,834.0,1,1,8,choice,Before,Yellow,2,3,3.0,3,3,2,2,3.0
502,1068,w44c6cc9,Scene,0.0,6574.0,1,1,1,choice,Before,Scene,2,-2,-2.0,5,5,2,2,-2.0
503,1069,w44c6cc9,Blue,,,0,1,2,choice,After,Blue,2,3,-1.0,5,5,2,2,-1.0
504,1071,w44c6cc9,Yellow,,,0,1,4,choice,After,Yellow,2,-1,-1.0,5,5,1,2,1.0
505,1072,w44c6cc9,Scene,0.0,1173.0,1,1,5,choice,Before,Scene,2,-1,-1.0,6,6,2,2,-1.0
506,1073,w44c6cc9,Yellow,0.0,4113.0,1,1,6,choice,After,Yellow,1,-2,-2.0,6,6,1,1,-2.0
507,1074,w44c6cc9,Blue,1.0,800.0,1,1,7,choice,Before,Blue,3,2,2.0,5,5,3,3,2.0
508,1075,w44c6cc9,Food,1.0,4691.0,1,1,8,choice,After,Food,1,1,1.0,4,4,1,1,1.0
509,1082,w60e6ea8,Food,0.0,1304.0,1,1,1,choice,Before,Food,1,-1,-1.0,4,4,1,2,-1.0
510,1083,w60e6ea8,Object,1.0,6256.0,1,1,2,choice,After,Object,2,4,3.0,3,3,1,1,1.0
511,1084,w60e6ea8,Blue,1.0,1055.0,1,1,3,choice,Before,Blue,1,1,1.0,3,3,1,1,1.0
512,1086,w60e6ea8,Scene,1.0,1108.0,1,1,5,choice,Before,Scene,2,3,3.0,5,5,2,2,3.0
513,1087,w60e6ea8,Red,0.0,2834.0,1,1,6,choice,After,Red,2,-1,-3.0,4,4,1,1,-1.0
514,1088,w60e6ea8,Food,1.0,2575.0,0,1,7,choice,Before,Food,1,-2,-2.0,3,3,1,2,-2.0
515,1096,wbe569b5,Blue,1.0,1049.0,1,1,1,choice,Before,Blue,3,1,1.0,3,3,2,2,-1.0
516,1097,wbe569b5,Scene,0.0,7117.0,0,1,2,choice,After,Scene,3,2,-3.0,6,6,3,3,-3.0
517,1098,wbe569b5,Red,0.0,676.0,1,1,3,choice,Before,Red,2,-3,-3.0,6,6,2,2,-3.0
518,1099,wbe569b5,Yellow,1.0,1809.0,0,1,4,choice,After,Yellow,3,-1,0.0,4,4,2,3,-1.0
519,1100,wbe569b5,Scene,0.0,1725.0,1,1,5,choice,Before,Scene,1,-2,-1.0,5,5,1,1,-1.0
520,1101,wbe569b5,Red,0.0,2040.0,1,1,6,choice,After,Red,2,-3,-1.0,4,4,2,2,-1.0
521,1102,wbe569b5,Red,0.0,1151.0,1,1,7,choice,Before,Red,3,-2,-2.0,5,5,2,3,0.0
522,1103,wbe569b5,Food,0.0,4697.0,0,1,8,choice,After,Food,1,2,-1.0,3,3,1,3,-1.0
523,1110,wafacea9,Green,1.0,5205.0,0,1,1,choice,After,Green,2,-4,-2.0,2,2,1,1,-1.0
524,1111,wafacea9,Scene,1.0,5612.0,1,1,2,choice,Before,Scene,3,2,-1.0,3,3,2,2,0.0
525,1112,wdfdc927,Object,1.0,4096.0,0,1,1,choice,After,Object,3,-1,3.0,4,4,2,2,1.0
526,1113,wdfdc927,Green,1.0,5396.0,1,1,2,choice,Before,Green,1,2,-2.0,6,6,1,1,-2.0
527,1114,wdfdc927,Green,1.0,7240.0,1,1,3,choice,After,Green,3,1,1.0,4,4,2,2,2.0
528,1115,wdfdc927,Red,1.0,1737.0,1,1,4,choice,Before,Red,1,1,1.0,6,6,1,1,1.0
529,1116,wdfdc927,Yellow,1.0,3762.0,1,1,5,choice,After,Yellow,1,1,-1.0,6,6,1,1,-1.0
530,1117,wdfdc927,Red,0.0,6001.0,0,1,6,choice,Before,Red,3,1,-1.0,6,6,3,3,-1.0
531,1119,wdfdc927,Scene,1.0,540.0,1,1,8,choice,Before,Scene,1,1,1.0,6,6,1,1,1.0
532,1127,w2991322,Green,0.0,4659.0,1,1,2,choice,Before,Green,2,-1,-1.0,2,2,1,1,-2.0
533,1129,w2991322,Food,0.0,3130.0,1,1,4,choice,Before,Food,1,-2,-2.0,4,4,1,1,-2.0
534,1130,w2991322,Scene,0.0,3748.0,1,1,5,choice,After,Scene,3,-1,-1.0,5,5,2,2,1.0
535,1131,w2991322,Food,1.0,3349.0,1,1,6,choice,Before,Food,3,5,-2.0,2,2,1,1,-2.0
536,1132,w2991322,Object,1.0,2717.0,0,1,7,choice,After,Object,1,-2,1.0,5,5,1,1,1.0
537,1133,w2991322,Red,1.0,3498.0,1,1,8,choice,Before,Red,3,1,3.0,2,2,1,2,-1.0
538,1140,wa79cf20,Green,1.0,3816.0,1,1,1,choice,After,Green,2,3,-3.0,5,5,1,2,-2.0
539,1141,wa79cf20,Green,0.0,1518.0,1,1,2,choice,Before,Green,2,-1,-1.0,5,5,2,2,-1.0
540,1142,wa79cf20,Scene,0.0,6716.0,0,1,3,choice,After,Scene,1,1,-1.0,5,5,1,2,-1.0
541,1143,wa79cf20,Blue,1.0,596.0,1,1,4,choice,Before,Blue,3,3,3.0,5,5,3,3,3.0
542,1144,wa79cf20,Green,1.0,1640.0,1,1,5,choice,After,Green,3,6,6.0,4,4,3,3,6.0
543,1145,wa79cf20,Animal,1.0,1419.0,0,1,6,choice,Before,Animal,2,-1,1.0,3,3,1,1,-1.0
544,1147,wa79cf20,Object,1.0,2695.0,1,1,8,choice,Before,Object,2,1,1.0,5,5,1,1,2.0
545,1155,wb56c2d3,Food,0.0,1239.0,1,1,2,choice,Before,Food,3,-3,-3.0,5,5,3,3,-3.0
546,1156,wb56c2d3,Blue,0.0,1014.0,1,1,3,choice,After,Blue,2,-4,-4.0,4,4,1,2,-2.0
547,1157,wb56c2d3,Scene,1.0,1249.0,1,1,4,choice,Before,Scene,1,2,2.0,3,3,1,1,2.0
548,1158,wb56c2d3,Green,1.0,2084.0,1,1,5,choice,After,Green,3,1,2.0,5,5,3,3,2.0
549,1159,wb56c2d3,Animal,1.0,1154.0,1,1,6,choice,Before,Animal,2,4,4.0,3,3,1,2,2.0
550,1161,wb56c2d3,Object,0.0,1002.0,1,1,8,choice,Before,Object,1,-2,-2.0,3,3,1,1,-2.0
551,1168,w2bc0b21,Scene,1.0,2544.0,0,1,1,choice,After,Scene,1,-1,1.0,4,4,1,2,1.0
552,1169,w2bc0b21,Yellow,0.0,3336.0,0,1,2,choice,Before,Yellow,3,1,-3.0,5,5,2,2,-4.0
553,1170,w2bc0b21,Green,1.0,3047.0,1,1,3,choice,After,Green,2,3,3.0,1,1,1,1,1.0
554,1171,w2bc0b21,Animal,0.0,2832.0,0,1,4,choice,Before,Animal,2,1,1.0,4,4,1,1,2.0
555,1172,w2bc0b21,Scene,0.0,1999.0,1,1,5,choice,After,Scene,3,-3,-3.0,4,4,2,2,-4.0
556,1173,w2bc0b21,Blue,1.0,4658.0,1,1,6,choice,Before,Blue,1,1,1.0,3,3,1,1,1.0
557,1174,w2bc0b21,Food,1.0,1920.0,1,1,7,choice,After,Food,2,3,4.0,4,4,1,1,2.0
558,1175,w2bc0b21,Food,0.0,1860.0,1,1,8,choice,Before,Food,1,-1,-1.0,2,2,1,2,-1.0
559,1182,w5f010fa,Blue,1.0,6913.0,1,1,1,choice,Before,Blue,3,2,0.0,4,4,3,3,0.0
560,1183,w5f010fa,Red,1.0,4884.0,1,1,2,choice,After,Red,3,2,0.0,6,6,2,2,0.0
561,1184,w5f010fa,Red,1.0,2314.0,1,1,3,choice,Before,Red,2,1,0.0,5,5,2,3,0.0
562,1185,w5f010fa,Blue,1.0,1936.0,0,1,4,choice,After,Blue,2,-3,-2.0,6,6,2,2,-2.0
563,1186,w5f010fa,Food,1.0,2538.0,0,1,5,choice,Before,Food,3,-1,-1.0,6,6,3,3,-1.0
564,1187,w5f010fa,Green,0.0,2820.0,0,1,6,choice,After,Green,3,1,1.0,6,6,3,3,0.0
565,1188,w5f010fa,Object,,,0,1,7,choice,Before,Object,2,3,3.0,5,5,2,2,3.0
566,1189,w5f010fa,Food,0.0,3033.0,0,1,8,choice,After,Food,1,1,1.0,6,6,1,1,1.0
567,1196,w962c662,Green,1.0,6464.0,1,1,1,choice,Before,Green,1,1,1.0,5,5,1,1,1.0
568,1197,w962c662,Red,0.0,1686.0,1,1,2,choice,After,Red,1,-2,-2.0,3,3,1,1,-2.0
569,1198,w962c662,Blue,0.0,1032.0,1,1,3,choice,Before,Blue,1,-2,1.0,4,4,1,1,1.0
570,1199,w962c662,Animal,1.0,817.0,1,1,5,choice,Before,Animal,3,1,1.0,5,5,2,2,3.0
571,1200,w962c662,Yellow,1.0,2028.0,1,1,6,choice,After,Yellow,1,1,2.0,5,5,1,1,2.0
572,1201,w962c662,Yellow,0.0,1088.0,0,1,7,choice,Before,Yellow,2,1,1.0,1,1,1,1,-1.0
573,1202,w962c662,Object,1.0,1896.0,0,1,8,choice,After,Object,3,-2,1.0,2,2,2,2,-1.0
574,1209,w1571d58,Scene,,,0,1,1,choice,Before,Scene,3,-3,1.0,3,3,1,1,-1.0
575,1210,w1571d58,Yellow,1.0,3717.0,0,1,2,choice,After,Yellow,3,-1,-2.0,3,3,2,2,-4.0
576,1213,w1571d58,Red,1.0,5047.0,1,1,5,choice,Before,Red,2,2,2.0,6,6,2,2,2.0
577,1214,w1571d58,Food,1.0,1995.0,0,1,6,choice,After,Food,3,-1,0.0,6,6,3,3,0.0
578,1215,w1571d58,Object,1.0,3488.0,0,1,7,choice,Before,Object,2,-3,-3.0,6,6,2,2,-3.0
579,1216,w1571d58,Blue,0.0,4093.0,1,1,8,choice,After,Blue,1,-2,-2.0,6,6,1,1,-2.0
580,1223,w36b3d2f,Scene,1.0,6761.0,1,1,1,choice,Before,Scene,1,1,1.0,6,6,1,1,1.0
581,1224,w36b3d2f,Animal,1.0,6650.0,1,1,2,choice,After,Animal,1,2,2.0,6,6,1,1,2.0
582,1225,w36b3d2f,Green,1.0,2205.0,1,1,3,choice,Before,Green,2,1,1.0,6,6,2,2,1.0
583,1226,w36b3d2f,Blue,1.0,6764.0,1,1,4,choice,After,Blue,3,2,2.0,6,6,3,3,2.0
584,1227,w36b3d2f,Blue,,,0,1,5,choice,Before,Blue,2,-2,1.0,4,4,1,2,-1.0
585,1228,w36b3d2f,Food,0.0,6483.0,1,1,6,choice,After,Food,3,-2,-2.0,6,6,3,3,-2.0
586,1229,w36b3d2f,Green,1.0,1938.0,1,1,7,choice,Before,Green,2,1,1.0,6,6,2,2,1.0
587,1230,w36b3d2f,Food,0.0,5611.0,1,1,8,choice,After,Food,1,-1,-1.0,5,5,1,2,-1.0
588,1238,w3d5caa9,Green,1.0,2553.0,1,1,2,choice,Before,Green,3,3,-1.0,3,3,1,2,-2.0
589,1239,w3d5caa9,Scene,,,0,1,3,choice,After,Scene,3,-4,-4.0,6,6,3,3,-4.0
590,1240,w3d5caa9,Red,1.0,7472.0,1,1,4,choice,Before,Red,3,1,1.0,6,6,3,3,1.0
591,1241,w3d5caa9,Red,0.0,1927.0,1,1,5,choice,After,Red,2,-3,2.0,3,3,1,2,0.0
592,1242,w3d5caa9,Food,0.0,2778.0,1,1,6,choice,Before,Food,3,-1,-1.0,4,4,3,3,-1.0
593,1243,w3d5caa9,Object,1.0,5456.0,0,1,7,choice,After,Object,3,-2,-2.0,6,6,3,3,-2.0
594,1244,w3d5caa9,Food,1.0,2172.0,1,1,8,choice,Before,Food,1,2,2.0,4,4,1,1,2.0
595,1251,wa6daa50,Yellow,,,0,1,1,choice,After,Yellow,3,-1,1.0,6,6,3,3,1.0
596,1252,wa6daa50,Yellow,1.0,662.0,1,1,2,choice,Before,Yellow,2,3,2.0,3,3,1,1,0.0
597,1253,wa6daa50,Green,0.0,1984.0,0,1,3,choice,After,Green,3,2,1.0,5,5,3,3,1.0
598,1254,wa6daa50,Scene,1.0,1631.0,0,1,4,choice,Before,Scene,2,-1,-1.0,4,4,2,2,-1.0
599,1255,wa6daa50,Food,1.0,2029.0,1,1,5,choice,After,Food,1,2,2.0,3,3,1,2,2.0
600,1256,wa6daa50,Food,1.0,1231.0,1,1,6,choice,Before,Food,2,2,2.0,3,3,1,2,1.0
601,1257,wa6daa50,Scene,0.0,3251.0,1,1,7,choice,After,Scene,1,-1,2.0,2,2,1,2,2.0
602,1258,wa6daa50,Food,1.0,1030.0,1,1,8,choice,Before,Food,3,2,1.0,2,2,2,2,2.0
603,1265,w51664f0,Red,0.0,4097.0,1,1,1,choice,Before,Red,1,-1,-1.0,3,3,1,1,-1.0
604,1266,w51664f0,Green,0.0,3587.0,1,1,2,choice,After,Green,2,-2,-2.0,4,4,1,1,-1.0
605,1267,w51664f0,Object,0.0,3572.0,1,1,3,choice,Before,Object,3,-2,-2.0,2,2,1,1,-2.0
606,1268,w51664f0,Object,0.0,3383.0,1,1,4,choice,After,Object,3,-3,-2.0,1,1,1,1,-2.0
607,1282,w2cb5760,Scene,0.0,7084.0,1,1,1,choice,Before,Scene,1,-2,1.0,1,1,1,1,1.0
608,1284,w0b3246f,Blue,0.0,4211.0,0,1,2,choice,Before,Blue,2,1,1.0,4,4,1,1,2.0
609,1285,w0b3246f,Yellow,1.0,4025.0,0,1,3,choice,After,Yellow,3,-2,0.0,6,6,3,3,0.0
610,1286,w0b3246f,Object,,,0,1,4,choice,Before,Object,1,1,1.0,6,6,1,1,1.0
611,1287,w0b3246f,Animal,0.0,3086.0,0,1,5,choice,After,Animal,2,4,4.0,6,6,2,2,4.0
612,1289,w0b3246f,Yellow,1.0,2838.0,1,1,7,choice,After,Yellow,2,1,4.0,5,5,2,2,4.0
613,1297,w0d04a41,Object,1.0,3389.0,0,1,1,choice,Before,Object,3,-1,3.0,3,3,1,1,-1.0
614,1298,w0d04a41,Scene,1.0,2586.0,1,1,2,choice,After,Scene,3,2,2.0,5,5,2,2,1.0
615,1299,w0d04a41,Green,1.0,1470.0,1,1,3,choice,Before,Green,1,2,2.0,6,6,1,1,2.0
616,1301,w0d04a41,Yellow,0.0,6868.0,0,1,5,choice,Before,Yellow,2,1,-2.0,6,6,2,2,-2.0
617,1302,w0d04a41,Object,1.0,6847.0,0,1,6,choice,After,Object,1,-2,-2.0,6,6,1,1,-2.0
618,1304,w0d04a41,Blue,1.0,4727.0,0,1,8,choice,After,Blue,3,-2,-1.0,5,5,2,2,0.0
619,1311,wf63c50b,Food,,,0,1,1,choice,Before,Food,1,1,1.0,5,5,1,1,1.0
620,1312,wf63c50b,Yellow,1.0,4303.0,1,1,2,choice,After,Yellow,2,2,2.0,6,6,2,2,2.0
621,1313,wf63c50b,Scene,1.0,5107.0,0,1,3,choice,Before,Scene,2,-4,-4.0,5,5,2,2,-4.0
622,1317,wf63c50b,Animal,0.0,3249.0,0,1,7,choice,Before,Animal,2,3,3.0,3,3,2,2,3.0
623,1318,wf63c50b,Yellow,,,0,1,8,choice,After,Yellow,2,4,2.0,3,3,1,1,1.0
624,1325,w3c538ad,Scene,0.0,3240.0,1,1,1,choice,After,Scene,3,-1,-1.0,4,4,2,2,0.0
625,1326,w3c538ad,Yellow,0.0,1070.0,1,1,2,choice,Before,Yellow,3,-2,-6.0,5,5,3,3,-6.0
626,1327,w3c538ad,Yellow,1.0,3182.0,1,1,3,choice,After,Yellow,3,1,0.0,4,4,1,2,-2.0
627,1328,w3c538ad,Scene,1.0,994.0,1,1,4,choice,Before,Scene,1,2,2.0,6,6,1,1,2.0
628,1329,w3c538ad,Scene,1.0,2698.0,1,1,5,choice,After,Scene,2,3,3.0,4,4,2,2,3.0
629,1330,w3c538ad,Scene,0.0,848.0,1,1,6,choice,Before,Scene,1,-2,-2.0,4,4,1,1,-2.0
630,1331,w3c538ad,Blue,1.0,1889.0,1,1,7,choice,After,Blue,2,2,2.0,5,5,2,2,2.0
631,1332,w3c538ad,Red,0.0,1703.0,1,1,8,choice,Before,Red,3,-2,2.0,5,5,3,3,2.0
632,1340,wd47555e,Green,1.0,2823.0,1,1,2,choice,After,Green,2,4,0.0,4,4,1,1,-1.0
633,1341,wd47555e,Yellow,0.0,2352.0,1,1,3,choice,Before,Yellow,3,-4,3.0,4,4,2,3,2.0
634,1342,wd47555e,Animal,1.0,3236.0,0,1,4,choice,After,Animal,2,-3,-1.0,1,1,1,2,1.0
635,1343,wd47555e,Red,0.0,1018.0,1,1,5,choice,Before,Red,2,-3,-3.0,4,4,1,1,-2.0
636,1344,wd47555e,Scene,0.0,6324.0,1,1,6,choice,After,Scene,1,-2,-2.0,6,6,1,1,-2.0
637,1345,wd47555e,Food,,,0,1,7,choice,Before,Food,1,2,2.0,6,6,1,1,2.0
638,1346,wd47555e,Object,1.0,6059.0,1,1,8,choice,After,Object,1,2,2.0,6,6,1,1,2.0
639,1353,w7232115,Red,1.0,1976.0,1,1,1,choice,Before,Red,2,4,4.0,4,4,1,2,2.0
640,1354,w7232115,Green,1.0,3900.0,0,1,2,choice,After,Green,1,-2,-2.0,3,3,1,2,-2.0
641,1356,w7232115,Yellow,0.0,3795.0,1,1,4,choice,After,Yellow,3,-1,1.0,6,6,3,3,1.0
642,1357,w7232115,Food,1.0,1801.0,1,1,5,choice,Before,Food,1,2,2.0,5,5,1,1,2.0
643,1358,w7232115,Scene,0.0,3474.0,1,1,6,choice,After,Scene,3,-2,-3.0,5,5,2,2,-4.0
644,1366,w182a5f6,Yellow,0.0,2173.0,1,1,1,choice,After,Yellow,3,-2,-5.0,6,6,3,3,-5.0
645,1367,w182a5f6,Food,1.0,2296.0,1,1,2,choice,Before,Food,2,1,-2.0,4,4,2,2,-2.0
646,1368,w182a5f6,Red,1.0,3526.0,0,1,3,choice,After,Red,2,-4,-4.0,4,4,1,1,-2.0
647,1369,w182a5f6,Red,0.0,1279.0,1,1,4,choice,Before,Red,1,-2,-2.0,3,3,1,1,-2.0
648,1371,wf469935,Yellow,0.0,2946.0,1,1,2,choice,Before,Yellow,2,-4,-4.0,5,5,2,2,-4.0
649,1372,wf469935,Green,1.0,3076.0,1,1,3,choice,After,Green,3,3,3.0,6,6,3,3,3.0
650,1374,wf469935,Blue,0.0,3411.0,1,1,5,choice,After,Blue,2,-1,-2.0,5,5,2,2,-2.0
651,1375,wf469935,Food,0.0,2214.0,1,1,6,choice,Before,Food,2,-1,-1.0,4,4,2,2,-1.0
652,1376,wf469935,Animal,1.0,7421.0,1,1,7,choice,After,Animal,2,1,1.0,5,5,1,1,-1.0
653,1377,wf469935,Food,0.0,1533.0,1,1,8,choice,Before,Food,3,-2,-2.0,5,5,3,3,-2.0
654,1384,w610dd08,Object,0.0,1885.0,1,1,1,choice,Before,Object,2,-3,-4.0,6,6,2,2,-4.0
655,1385,w610dd08,Yellow,1.0,4323.0,1,1,2,choice,After,Yellow,3,3,2.0,5,5,3,3,2.0
656,1386,w610dd08,Red,0.0,2432.0,1,1,3,choice,Before,Red,3,-4,-6.0,3,3,2,2,-4.0
657,1387,w610dd08,Blue,1.0,1519.0,0,1,4,choice,After,Blue,3,-2,0.0,2,2,1,2,-2.0
658,1388,w610dd08,Blue,1.0,1346.0,0,1,5,choice,Before,Blue,2,-1,3.0,4,4,1,1,2.0
659,1389,w610dd08,Food,1.0,1759.0,1,1,6,choice,After,Food,3,1,1.0,4,4,3,3,1.0
660,1390,w610dd08,Object,1.0,2721.0,0,1,7,choice,Before,Object,1,-1,1.0,2,2,1,1,1.0
661,1391,w610dd08,Animal,1.0,2950.0,1,1,8,choice,After,Animal,3,2,2.0,2,2,1,2,-1.0
662,1398,wad32437,Animal,1.0,1549.0,1,1,1,choice,Before,Animal,2,1,4.0,4,4,1,1,2.0
663,1401,wad32437,Blue,1.0,2008.0,1,1,4,choice,After,Blue,2,4,4.0,4,4,1,1,2.0
664,1402,wad32437,Yellow,1.0,938.0,1,1,5,choice,Before,Yellow,2,2,4.0,5,5,2,2,4.0
665,1403,wad32437,Green,1.0,1039.0,1,1,6,choice,After,Green,3,2,0.0,2,2,1,2,-2.0
666,1404,wad32437,Blue,1.0,720.0,0,1,7,choice,Before,Blue,1,-2,1.0,4,4,1,1,1.0
667,1405,wad32437,Food,1.0,3928.0,0,1,8,choice,After,Food,1,-1,1.0,4,4,1,2,1.0
668,1413,w409b474,Yellow,1.0,975.0,1,1,2,choice,Before,Yellow,2,1,1.0,6,6,2,2,1.0
669,1414,w409b474,Food,1.0,6634.0,1,1,3,choice,After,Food,3,2,5.0,5,5,2,3,4.0
670,1415,w409b474,Scene,0.0,913.0,1,1,4,choice,Before,Scene,2,-1,-1.0,5,5,2,2,-1.0
671,1416,w409b474,Yellow,0.0,2411.0,0,1,5,choice,After,Yellow,1,2,-2.0,3,3,1,2,-2.0
672,1417,w409b474,Food,1.0,563.0,1,1,6,choice,Before,Food,2,2,2.0,5,5,2,2,2.0
673,1418,w409b474,Scene,0.0,3405.0,0,1,7,choice,After,Scene,1,1,1.0,5,5,1,1,1.0
674,1419,w409b474,Red,1.0,924.0,1,1,8,choice,Before,Red,3,4,4.0,6,6,3,3,4.0
675,1427,wc43fbaa,Object,,,0,1,2,choice,After,Object,1,-2,-2.0,5,5,1,1,-2.0
676,1428,wc43fbaa,Food,1.0,4678.0,0,1,3,choice,Before,Food,1,-1,-2.0,4,4,1,1,-2.0
677,1429,wc43fbaa,Object,,,0,1,4,choice,After,Object,3,-1,-2.0,6,6,3,3,-2.0
678,1430,wc43fbaa,Yellow,1.0,4752.0,0,1,5,choice,Before,Yellow,1,-1,1.0,4,4,1,1,1.0
679,1431,wc43fbaa,Red,1.0,7172.0,1,1,6,choice,After,Red,2,1,-1.0,5,5,2,2,-1.0
680,1433,wc43fbaa,Yellow,0.0,4511.0,0,1,8,choice,After,Yellow,2,1,1.0,4,4,2,2,1.0
681,1440,w9f7c438,Red,1.0,6526.0,1,1,1,choice,After,Red,1,1,1.0,5,5,1,1,1.0
682,1441,w9f7c438,Red,0.0,3287.0,1,1,2,choice,Before,Red,1,-1,-1.0,2,2,1,1,-1.0
683,1442,w9f7c438,Animal,0.0,3314.0,1,1,3,choice,After,Animal,3,-1,-2.0,1,1,1,1,-2.0
684,1443,w9f7c438,Green,0.0,1918.0,1,1,4,choice,Before,Green,2,-3,-4.0,4,4,2,2,-4.0
685,1445,w9f7c438,Blue,0.0,1934.0,1,1,6,choice,Before,Blue,3,-1,-1.0,3,3,2,2,1.0
686,1447,w3fc2d2c,Food,,,0,1,1,choice,After,Food,1,-1,-2.0,4,4,1,1,-2.0
687,1448,w3fc2d2c,Blue,,,0,1,2,choice,Before,Blue,2,-2,-2.0,6,6,2,2,-2.0
688,1449,w3fc2d2c,Food,1.0,2139.0,0,1,3,choice,After,Food,3,-1,3.0,3,3,2,2,1.0
689,1450,w3fc2d2c,Red,1.0,2082.0,1,1,4,choice,Before,Red,1,2,2.0,5,5,1,1,2.0
690,1451,w3fc2d2c,Scene,0.0,3208.0,1,1,5,choice,After,Scene,1,-2,-2.0,6,6,1,1,-2.0
691,1452,w3fc2d2c,Yellow,0.0,4430.0,1,1,6,choice,Before,Yellow,1,-2,-2.0,6,6,1,1,-2.0
692,1453,w3fc2d2c,Blue,0.0,5084.0,1,1,7,choice,After,Blue,1,-1,-1.0,6,6,1,1,-1.0
693,1454,w3fc2d2c,Object,1.0,5036.0,1,1,8,choice,Before,Object,3,1,1.0,6,6,3,3,1.0
694,1461,we10d2c6,Yellow,0.0,7293.0,1,1,1,choice,After,Yellow,3,-1,0.0,5,5,2,2,0.0
695,1462,we10d2c6,Object,1.0,6917.0,1,1,2,choice,Before,Object,2,1,1.0,6,6,2,2,1.0
696,1463,we10d2c6,Yellow,1.0,7283.0,1,1,3,choice,After,Yellow,2,3,3.0,5,5,2,2,3.0
