,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
1942,2258,wcd5d786,Land,1.0,2554.0,1,3,6,choice,4,1,2.0,5,5,3,3
1943,2259,wcd5d786,Small,1.0,1823.0,1,4,6,choice,1,1,1.0,5,5,1,1
1944,2260,wcd5d786,Object,1.0,4156.0,0,1,7,choice,3,-1,2.0,4,4,2,3
1945,2261,wcd5d786,Land,0.0,3107.0,0,2,7,choice,1,2,2.0,4,4,0,2
1946,2262,wcd5d786,Solid,1.0,3883.0,1,3,7,choice,2,3,3.0,4,4,0,1
1947,2263,wcd5d786,Small,1.0,1416.0,1,4,7,choice,4,1,3.0,4,4,2,2
1948,2264,w2329c2e,Large,0.0,4006.0,1,1,1,choice,2,-3,-3.0,5,5,2,2
1949,2265,w2329c2e,Solid,1.0,5507.0,0,2,1,choice,4,-1,-1.0,5,5,3,3
1950,2266,w2329c2e,Land,0.0,4808.0,0,3,1,choice,1,2,2.0,5,5,0,0
1951,2267,w2329c2e,Animal,1.0,2194.0,1,4,1,choice,3,1,1.0,5,5,2,2
1952,2268,w2329c2e,Animal,1.0,3997.0,1,1,2,choice,2,4,3.0,4,4,2,2
1953,2269,w2329c2e,Large,,,0,2,2,choice,3,2,1.0,4,4,3,3
1954,2270,w2329c2e,Solid,0.0,3982.0,1,3,2,choice,4,-4,-3.0,4,4,3,3
1955,2271,w2329c2e,Sea,0.0,4231.0,1,4,2,choice,1,-2,-2.0,4,4,1,1
1956,2272,w2329c2e,Object,0.0,3552.0,0,1,3,choice,2,2,3.0,4,4,1,1
1957,2273,w2329c2e,Solid,1.0,5174.0,1,2,3,choice,1,1,1.0,4,4,1,1
1958,2274,w2329c2e,Sea,1.0,3313.0,1,3,3,choice,4,2,3.0,4,4,2,2
1959,2275,w2329c2e,Small,0.0,2133.0,1,4,3,choice,3,-3,-1.0,4,4,2,2
1960,2276,w2329c2e,Pattern,0.0,3390.0,0,1,4,choice,4,1,1.0,4,4,3,3
1961,2277,w2329c2e,Land,1.0,2471.0,1,2,4,choice,2,1,0.0,4,4,2,2
1962,2278,w2329c2e,Small,0.0,2220.0,1,3,4,choice,3,-1,0.0,4,4,3,3
1963,2279,w2329c2e,Object,1.0,2866.0,1,4,4,choice,1,2,1.0,4,4,1,1
1964,2280,w2329c2e,Animal,1.0,3829.0,0,1,5,choice,2,-1,-1.0,4,4,1,1
1965,2281,w2329c2e,Pattern,0.0,1785.0,1,2,5,choice,4,-3,-3.0,4,4,2,2
1966,2282,w2329c2e,Small,0.0,2838.0,1,3,5,choice,3,-2,-2.0,4,4,1,1
1967,2283,w2329c2e,Land,1.0,4045.0,1,4,5,choice,1,1,2.0,4,4,1,1
1968,2284,w2329c2e,Pattern,1.0,3756.0,1,1,6,choice,2,1,1.0,5,5,2,2
1969,2285,w2329c2e,Sea,1.0,3823.0,0,2,6,choice,1,-1,-2.0,5,5,0,0
1970,2286,w2329c2e,Small,1.0,4472.0,1,3,6,choice,4,3,3.0,5,5,3,3
1971,2287,w2329c2e,Object,1.0,4114.0,1,4,6,choice,3,2,2.0,5,5,2,2
1972,2288,w2329c2e,Sea,1.0,2903.0,0,1,7,choice,4,-3,-4.0,2,2,1,1
1973,2289,w2329c2e,Animal,1.0,3637.0,1,2,7,choice,1,1,1.0,2,2,1,1
1974,2290,w2329c2e,Pattern,0.0,1872.0,1,3,7,choice,2,-1,0.0,2,2,0,0
1975,2291,w2329c2e,Large,1.0,3024.0,1,4,7,choice,3,1,1.0,2,2,1,1
1976,2292,w430272a,Animal,1.0,1844.0,1,1,1,choice,4,4,0.0,3,3,1,1
1977,2293,w430272a,Land,0.0,1615.0,1,2,1,choice,3,-1,1.0,3,3,2,2
1978,2294,w430272a,Large,0.0,1103.0,1,3,1,choice,2,-2,0.0,3,3,2,3
1979,2295,w430272a,Solid,1.0,1237.0,1,4,1,choice,1,2,2.0,3,3,0,0
1980,2296,w430272a,Pattern,0.0,2148.0,0,1,2,choice,1,2,2.0,3,3,1,4
1981,2297,w430272a,Sea,0.0,1207.0,1,2,2,choice,2,-4,-1.0,3,3,1,2
1982,2298,w430272a,Small,1.0,766.0,0,3,2,choice,3,-1,-2.0,3,3,1,2
1983,2299,w430272a,Animal,1.0,3017.0,1,4,2,choice,4,1,2.0,3,3,3,4
1984,2300,w430272a,Large,0.0,1100.0,0,1,3,choice,1,2,2.0,2,2,0,3
1985,2301,w430272a,Pattern,0.0,1195.0,1,2,3,choice,3,-2,5.0,2,2,1,3
1986,2302,w430272a,Object,1.0,1471.0,1,3,3,choice,4,1,6.0,2,2,0,1
1987,2303,w430272a,Land,0.0,998.0,1,4,3,choice,2,-3,2.0,2,2,0,3
1988,2304,w430272a,Land,1.0,1220.0,0,1,4,choice,1,-2,-2.0,5,5,1,1
1989,2305,w430272a,Small,1.0,1031.0,0,2,4,choice,2,-3,-4.0,5,5,1,2
1990,2306,w430272a,Animal,0.0,1172.0,0,3,4,choice,4,1,-4.0,5,5,3,3
1991,2307,w430272a,Solid,1.0,1025.0,1,4,4,choice,3,3,2.0,5,5,3,4
1992,2308,w430272a,Object,1.0,3657.0,1,1,5,choice,4,1,1.0,4,4,2,2
1993,2309,w430272a,Sea,0.0,4084.0,0,2,5,choice,1,1,-1.0,4,4,0,2
1994,2310,w430272a,Solid,0.0,1838.0,1,3,5,choice,3,-2,-3.0,4,4,2,3
1995,2311,w430272a,Large,1.0,2070.0,0,4,5,choice,2,-1,-3.0,4,4,2,2
1996,2312,w430272a,Large,1.0,3408.0,1,1,6,choice,2,3,4.0,3,3,1,2
1997,2313,w430272a,Pattern,0.0,2129.0,1,2,6,choice,4,-1,1.0,3,3,1,3
1998,2314,w430272a,Object,1.0,2344.0,1,3,6,choice,1,2,2.0,3,3,0,3
1999,2315,w430272a,Land,1.0,2973.0,1,4,6,choice,3,1,2.0,3,3,1,3
2000,2316,w430272a,Small,1.0,2498.0,0,1,7,choice,1,-1,-1.0,1,1,0,2
2001,2317,w430272a,Animal,0.0,2541.0,1,2,7,choice,2,-2,-3.0,1,1,1,3
2002,2318,w430272a,Sea,0.0,3333.0,0,3,7,choice,3,3,2.0,1,1,1,2
2003,2319,w430272a,Pattern,0.0,3012.0,1,4,7,choice,4,-1,-3.0,1,1,1,2
